vx1ActNum,hteAcctNum,hteCustNum,hteLOCID
3023547,1017343-44485,1017343,44485
3023548,1017353-7764,1017353,7764
3023549,1017403-2264,1017403,2264
3023550,1017453-44317,1017453,44317
3023551,1017483-46972,1017483,46972
3023552,1017523-3550,1017523,3550
3023553,1017563-38603,1017563,38603
3023554,1017613-39597,1017613,39597
3023555,1017653-1742,1017653,1742
3023556,1017703-39222,1017703,39222
3023557,1017713-38129,1017713,38129
3023558,1017723-40185,1017723,40185
3023559,1017773-17643,1017773,17643
3023560,1017823-9942,1017823,9942
3023561,1017863-3756,1017863,3756
3023562,1017903-3048,1017903,3048
3023563,1017953-1135,1017953,1135
3023564,1018003-21169,1018003,21169
3023565,1018023-7834,1018023,7834
3023566,1018063-26754,1018063,26754
3023567,1018113-18282,1018113,18282
3023568,1018153-32087,1018153,32087
3023569,1018203-4158,1018203,4158
3023570,1018253-26247,1018253,26247
3023571,1018293-31490,1018293,31490
3023572,1018353-15200,1018353,15200
3023573,1018403-26074,1018403,26074
3023574,1018433-35966,1018433,35966
3023575,1018523-154,1018523,154
3023576,1018523-31050,1018523,31050
3023577,1018553-29576,1018553,29576
3023578,1018593-29705,1018593,29705
3023579,1018613-35928,1018613,35928
3023580,1018653-44324,1018653,44324
3023581,1018693-18933,1018693,18933
3023582,1018773-18853,1018773,18853
3023583,1018813-21230,1018813,21230
3023584,1018853-17931,1018853,17931
3023585,1018903-19819,1018903,19819
3023586,1018943-22044,1018943,22044
3023587,1018993-17149,1018993,17149
3023588,1019063-10288,1019063,10288
3023589,1019103-25085,1019103,25085
3023590,1019133-43693,1019133,43693
3023591,1019183-7661,1019183,7661
3023592,1019223-34317,1019223,34317
3023593,1019263-9261,1019263,9261
3023594,1019293-21800,1019293,21800
3023595,1019383-46161,1019383,46161
3023596,1019393-49337,1019393,49337
3023597,1019443-4222,1019443,4222
3023598,1019483-43521,1019483,43521
3023599,1019523-21466,1019523,21466
3023600,1019573-26680,1019573,26680
3023601,1019613-19942,1019613,19942
3023602,1019663-26357,1019663,26357
3023603,1019723-10355,1019723,10355
3023604,1019743-8760,1019743,8760
3023605,1019783-11101,1019783,11101
3023606,1019813-20656,1019813,20656
3023607,1019853-36416,1019853,36416
3023608,1019893-4258,1019893,4258
3023609,1019953-23894,1019953,23894
3023610,1019973-27346,1019973,27346
3023611,1020033-26625,1020033,26625
3023612,1020073-42830,1020073,42830
3023613,1020123-10894,1020123,10894
3023614,1020173-44140,1020173,44140
3023615,1020223-26186,1020223,26186
3023616,1020273-15795,1020273,15795
3023617,1020333-43096,1020333,43096
3023618,1020383-43776,1020383,43776
3023619,1020413-25728,1020413,25728
3023620,1020453-32062,1020453,32062
3023621,1020493-41123,1020493,41123
3023622,1020533-22139,1020533,22139
3023623,1020583-44573,1020583,44573
3023624,1020623-36261,1020623,36261
3023625,1020673-1593,1020673,1593
3023626,1020723-17702,1020723,17702
3023627,1020753-2446,1020753,2446
3023628,1020803-4636,1020803,4636
3023629,1020833-994,1020833,994
3023630,1020853-30525,1020853,30525
3023631,1020903-9395,1020903,9395
3023632,1020953-30825,1020953,30825
3023633,1020963-40174,1020963,40174
3023634,1020963-40200,1020963,40200
3023635,1020993-6249,1020993,6249
3023636,1021063-27244,1021063,27244
3023637,1021093-4535,1021093,4535
3023638,1021133-29139,1021133,29139
3023639,1021183-9276,1021183,9276
3023640,1021213-44049,1021213,44049
3023641,1021243-48603,1021243,48603
3023642,1021293-13098,1021293,13098
3023643,1021363-30812,1021363,30812
3023644,1021433-10308,1021433,10308
3023645,1021483-10069,1021483,10069
3023646,1021483-5427,1021483,5427
3023647,1021493-12249,1021493,12249
3023648,1021513-8429,1021513,8429
3023649,1021563-44889,1021563,44889
3023650,1021613-8416,1021613,8416
3023651,1021663-14202,1021663,14202
3023652,1021703-47447,1021703,47447
3023653,1021733-25436,1021733,25436
3023654,1021783-2497,1021783,2497
3023655,1021823-44025,1021823,44025
3023656,1021853-47156,1021853,47156
3023657,1021893-47533,1021893,47533
3023658,1021933-22622,1021933,22622
3023659,1021983-25854,1021983,25854
3023660,1022053-43967,1022053,43967
3023661,1022093-46717,1022093,46717
3023662,1022103-28878,1022103,28878
3023663,1022113-30986,1022113,30986
3023664,1022143-17375,1022143,17375
3023665,1022173-30758,1022173,30758
3023666,1022213-35323,1022213,35323
3023667,1022263-17177,1022263,17177
3023668,1022293-37281,1022293,37281
3023669,1022383-10423,1022383,10423
3023670,1022423-11647,1022423,11647
3023671,1022473-44051,1022473,44051
3023672,1022513-5601,1022513,5601
3023673,1022563-27082,1022563,27082
3023674,1022603-44118,1022603,44118
3023675,1022653-25796,1022653,25796
3023676,1022693-6719,1022693,6719
3023677,1022783-41513,1022783,41513
3023678,1022803-22257,1022803,22257
3023679,1022863-4812,1022863,4812
3023680,1022903-26907,1022903,26907
3023681,1022943-19254,1022943,19254
3023682,1022983-18916,1022983,18916
3023683,1023043-38516,1023043,38516
3023684,1023073-17524,1023073,17524
3023685,1023103-45369,1023103,45369
3023686,1023103-45374,1023103,45374
3023687,1023103-45379,1023103,45379
3023688,1023103-45397,1023103,45397
3023689,1023123-15620,1023123,15620
3023690,1023163-1790,1023163,1790
3023691,1023203-25992,1023203,25992
3023692,1023203-9553,1023203,9553
3023693,1023213-11066,1023213,11066
3023694,1023233-41225,1023233,41225
3023695,1023283-44862,1023283,44862
3023696,1023363-22210,1023363,22210
3023697,1023423-13269,1023423,13269
3023698,1023453-45314,1023453,45314
3023699,1023493-22352,1023493,22352
3023700,1023533-5042,1023533,5042
3023701,1023563-46713,1023563,46713
3023702,1023613-19454,1023613,19454
3023703,1023663-3724,1023663,3724
3023704,1023703-5910,1023703,5910
3023705,1023713-1726,1023713,1726
3023706,1023743-21882,1023743,21882
3023707,1023783-6596,1023783,6596
3023708,1023833-24983,1023833,24983
3023709,1023853-6065,1023853,6065
3023710,1023893-20098,1023893,20098
3023711,1023943-45255,1023943,45255
3023712,1023983-20471,1023983,20471
3023713,1024043-26491,1024043,26491
3023714,1024053-37656,1024053,37656
3023715,1024063-1035,1024063,1035
3023716,1024123-19259,1024123,19259
3023717,1024153-25109,1024153,25109
3023718,1024193-21937,1024193,21937
3023719,1024233-25834,1024233,25834
3023720,1024283-15904,1024283,15904
3023721,1024343-45316,1024343,45316
3023722,1024393-35092,1024393,35092
3023723,1024433-15304,1024433,15304
3023724,1024483-28526,1024483,28526
3023725,1024523-25434,1024523,25434
3023726,1024573-21492,1024573,21492
3023727,1060963-16403,1060963,16403
3023728,1060993-15220,1060993,15220
3023729,1061043-44875,1061043,44875
3023730,1061093-21215,1061093,21215
3023731,1061133-25853,1061133,25853
3023732,1061163-2446,1061163,2446
3023733,1061213-22714,1061213,22714
3023734,1061263-6746,1061263,6746
3023735,1061303-8164,1061303,8164
3023736,1061323-14288,1061323,14288
3023737,1061323-34921,1061323,34921
3023738,1061323-35852,1061323,35852
3023739,1061333-2065,1061333,2065
3023740,1061373-25480,1061373,25480
3023741,1061393-44152,1061393,44152
3023742,1061443-1214,1061443,1214
3023743,1061493-451,1061493,451
3023744,1061533-23614,1061533,23614
3023745,1061573-44599,1061573,44599
3023746,1061623-47392,1061623,47392
3023747,1061663-25865,1061663,25865
3023748,1061693-44599,1061693,44599
3023749,1061783-24182,1061783,24182
3023750,1061823-23613,1061823,23613
3023751,1061873-17679,1061873,17679
3023752,1061913-14122,1061913,14122
3023753,1061963-43505,1061963,43505
3023754,1062003-17022,1062003,17022
3023755,1062023-1788,1062023,1788
3023756,1062073-18825,1062073,18825
3023757,1062133-10605,1062133,10605
3023758,1062183-24674,1062183,24674
3023759,1062223-25919,1062223,25919
3023760,1062283-40469,1062283,40469
3023761,1062333-20668,1062333,20668
3023762,1062383-2894,1062383,2894
3023763,1062423-44812,1062423,44812
3023764,1062463-29304,1062463,29304
3023765,1062463-29312,1062463,29312
3023766,1062473-15213,1062473,15213
3023767,1062593-4234,1062593,4234
3023768,1062633-25699,1062633,25699
3023769,1062673-26398,1062673,26398
3023770,1062723-14514,1062723,14514
3023771,1062723-19034,1062723,19034
3023772,1062723-21536,1062723,21536
3023773,1062753-26747,1062753,26747
3023774,1062803-23672,1062803,23672
3023775,1062853-36964,1062853,36964
3023776,1062903-13660,1062903,13660
3023777,1062953-44807,1062953,44807
3023778,1063013-30921,1063013,30921
3023779,1063033-22120,1063033,22120
3023780,1063063-5457,1063063,5457
3023781,1063113-16910,1063113,16910
3023782,1063163-33525,1063163,33525
3023783,1063183-47867,1063183,47867
3023784,1063193-40347,1063193,40347
3023785,1063213-47881,1063213,47881
3023786,1063233-44315,1063233,44315
3023787,1063293-29095,1063293,29095
3023788,1063363-25369,1063363,25369
3023789,1063403-26811,1063403,26811
3023790,1063453-34066,1063453,34066
3023791,1063493-50271,1063493,50271
3023792,1063533-44594,1063533,44594
3023793,1063593-13105,1063593,13105
3023794,1063633-3922,1063633,3922
3023795,1063673-42063,1063673,42063
3023796,1063723-20698,1063723,20698
3023797,1063773-21989,1063773,21989
3023798,1063823-15276,1063823,15276
3023799,1063863-47491,1063863,47491
3023800,1063893-40500,1063893,40500
3023801,1063893-40590,1063893,40590
3023802,1063893-40726,1063893,40726
3023803,1063893-41594,1063893,41594
3023804,1063893-41600,1063893,41600
3023805,1063893-41620,1063893,41620
3023806,1063893-41660,1063893,41660
3023807,1063923-38122,1063923,38122
3023808,1063973-20928,1063973,20928
3023809,1064023-31962,1064023,31962
3023810,1064073-13154,1064073,13154
3023811,1064113-32220,1064113,32220
3023812,1064163-8006,1064163,8006
3023813,1064213-20664,1064213,20664
3023814,1064253-25326,1064253,25326
3023815,1064303-13837,1064303,13837
3023816,1064313-22592,1064313,22592
3023817,1064323-14528,1064323,14528
3023818,1064343-44810,1064343,44810
3023819,1064373-19422,1064373,19422
3023820,1064423-13830,1064423,13830
3023821,1064463-45350,1064463,45350
3023822,1064503-50266,1064503,50266
3023823,1064533-24593,1064533,24593
3023824,1064573-21301,1064573,21301
3023825,1064613-42908,1064613,42908
3023826,1064643-2758,1064643,2758
3023827,1064693-2789,1064693,2789
3023828,1064733-5419,1064733,5419
3023829,1064773-34068,1064773,34068
3023830,1064813-33727,1064813,33727
3023831,1064863-26508,1064863,26508
3023832,1064913-27215,1064913,27215
3023833,1064953-7597,1064953,7597
3023834,1065003-13889,1065003,13889
3023835,1065033-7981,1065033,7981
3023836,1065073-44809,1065073,44809
3023837,1065113-19805,1065113,19805
3023838,1065163-1999,1065163,1999
3023839,1065193-32081,1065193,32081
3023840,1065233-10130,1065233,10130
3023841,1065273-43102,1065273,43102
3023842,1065353-15340,1065353,15340
3023843,1065403-25432,1065403,25432
3023844,1065453-44152,1065453,44152
3023845,1065503-4623,1065503,4623
3023846,1065553-41752,1065553,41752
3023847,1065603-2355,1065603,2355
3023848,1065653-8635,1065653,8635
3023849,1065693-30613,1065693,30613
3023850,1065773-46767,1065773,46767
3023851,1065773-46769,1065773,46769
3023852,1065773-46771,1065773,46771
3023853,1065773-46773,1065773,46773
3023854,1065773-46774,1065773,46774
3023855,1065773-46776,1065773,46776
3023856,1065773-46777,1065773,46777
3023857,1065783-19250,1065783,19250
3023858,1065803-25181,1065803,25181
3023859,1065863-41471,1065863,41471
3023860,1065893-19515,1065893,19515
3023861,1065893-22249,1065893,22249
3023862,1065893-3560,1065893,3560
3023863,1065893-5153,1065893,5153
3023864,1065903-17387,1065903,17387
3023865,1065943-19380,1065943,19380
3023866,1065993-37462,1065993,37462
3023867,1066093-11907,1066093,11907
3023868,1066143-5322,1066143,5322
3023869,1066193-23548,1066193,23548
3023870,1066243-7938,1066243,7938
3023871,1066303-9768,1066303,9768
3023872,1066323-26035,1066323,26035
3023873,1066343-38754,1066343,38754
3023874,1066373-22165,1066373,22165
3023875,1066433-23043,1066433,23043
3023876,1066483-14526,1066483,14526
3023877,1066533-25369,1066533,25369
3023878,1066583-34232,1066583,34232
3023879,1066633-43790,1066633,43790
3023880,1066673-47690,1066673,47690
3023881,1066733-4941,1066733,4941
3023882,1066763-16823,1066763,16823
3023883,1066803-14391,1066803,14391
3023884,1066843-7598,1066843,7598
3023885,1066883-25228,1066883,25228
3023886,1066933-2343,1066933,2343
3023887,1066983-45244,1066983,45244
3023888,1067053-40037,1067053,40037
3023889,1067113-37112,1067113,37112
3023890,1067143-25335,1067143,25335
3023891,1067183-50244,1067183,50244
3023892,1067233-39107,1067233,39107
3023893,1067273-22531,1067273,22531
3023894,1067353-6662,1067353,6662
3023895,1067363-23337,1067363,23337
3023896,1067403-24542,1067403,24542
3023897,1067433-26828,1067433,26828
3023898,1067483-11132,1067483,11132
3023899,1067533-21802,1067533,21802
3023900,1067573-32071,1067573,32071
3023901,1067623-27250,1067623,27250
3023902,1067683-30768,1067683,30768
3023903,1067763-23909,1067763,23909
3023904,1067813-7996,1067813,7996
3023905,1067853-47896,1067853,47896
3023906,1067893-9398,1067893,9398
3023907,1067943-5369,1067943,5369
3023908,1067983-35852,1067983,35852
3023909,1068003-24655,1068003,24655
3023910,1068013-11403,1068013,11403
3023911,1068063-26011,1068063,26011
3023912,1068103-25099,1068103,25099
3023913,1068153-10333,1068153,10333
3023914,1068203-34642,1068203,34642
3023915,1068243-15975,1068243,15975
3023916,1068293-38021,1068293,38021
3023917,1068353-35855,1068353,35855
3023918,1068383-20690,1068383,20690
3023919,1068403-5261,1068403,5261
3023920,1068443-13863,1068443,13863
3023921,1068503-13064,1068503,13064
3023922,1068533-3482,1068533,3482
3023923,1068593-7417,1068593,7417
3023924,1068643-9659,1068643,9659
3023925,1068693-16008,1068693,16008
3023926,1068763-20746,1068763,20746
3023927,1068803-23936,1068803,23936
3023928,1068853-28543,1068853,28543
3023929,1068903-22281,1068903,22281
3023930,1068953-40773,1068953,40773
3023931,1068993-44833,1068993,44833
3023932,1069053-5024,1069053,5024
3023933,1069113-45200,1069113,45200
3023934,1069163-17918,1069163,17918
3023935,1069213-37920,1069213,37920
3023936,1069263-2160,1069263,2160
3023937,1069303-16469,1069303,16469
3023938,1069313-3605,1069313,3605
3023939,1069333-19711,1069333,19711
3023940,1069343-24028,1069343,24028
3023941,1069373-18460,1069373,18460
3023942,1069423-21669,1069423,21669
3023943,1069473-13249,1069473,13249
3023944,1069513-24379,1069513,24379
3023945,1069553-9167,1069553,9167
3023946,1069573-29711,1069573,29711
3023947,1069573-29716,1069573,29716
3023948,1069573-29723,1069573,29723
3023949,1069603-25506,1069603,25506
3023950,1069653-26042,1069653,26042
3023951,1069703-31946,1069703,31946
3023952,1069713-20892,1069713,20892
3023953,1069723-17437,1069723,17437
3023954,1069733-13146,1069733,13146
3023955,1069743-44490,1069743,44490
3023956,1069763-6619,1069763,6619
3023957,1069773-29702,1069773,29702
